Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
TP20,TestPoint,TestPoint_1.2x3mm,270.750000,-8.650000,0.000000,top
TP21,TestPoint,TestPoint_1.2x3mm,282.750000,-48.550000,0.000000,top
TP22,TestPoint,TestPoint_1.2x3mm,278.750000,-8.650000,0.000000,top
TP23,TestPoint,TestPoint_1.2x3mm,276.750000,-8.650000,0.000000,top
TP24,TestPoint,TestPoint_1.2x3mm,282.750000,-8.650000,0.000000,top
TP25,TestPoint,TestPoint_1.2x3mm,280.750000,-8.650000,0.000000,top
TP26,TestPoint,TestPoint_1.2x3mm,286.750000,-8.650000,0.000000,top
TP27,TestPoint,TestPoint_1.2x3mm,284.750000,-8.650000,0.000000,top
TP28,TestPoint,TestPoint_1.2x3mm,288.750000,-8.650000,0.000000,top
TP29,TestPoint,TestPoint_1.2x3mm,258.750000,-48.550000,0.000000,top
TP30,TestPoint,TestPoint_1.2x3mm,260.750000,-48.550000,0.000000,top
TP31,TestPoint,TestPoint_1.2x3mm,260.750000,-8.650000,0.000000,top
TP32,TestPoint,TestPoint_1.2x3mm,258.750000,-8.800000,0.000000,top
TP33,TestPoint,TestPoint_1.2x3mm,256.750000,-48.550000,0.000000,top
TP35,TestPoint,TestPoint_1.2x3mm,290.750000,-8.650000,0.000000,top
TP36,TestPoint,TestPoint_1.2x3mm,292.750000,-48.550000,0.000000,top
TP50,TestPoint,TestPoint_1.2x3mm,264.750000,-8.650000,0.000000,top
TP51,TestPoint,TestPoint_1.2x3mm,292.750000,-8.650000,0.000000,top
U1,AMS1117-3.3,SOT-223-3_TabPin2,263.750000,-19.350000,90.000000,top
U2,ESP32-WROOM-32,ESP32-WROOM-32,283.650000,-23.000000,180.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,253.350000,-4.150000,0.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,104.050000,-1.100000,0.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,312.200000,-97.900000,131.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,13.700000,-50.600000,-143.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,296.300000,-28.450000,90.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,101.400000,-187.600000,0.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,285.100000,-145.600000,69.500000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,250.850000,-52.800000,0.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,214.500000,-177.700000,-31.000000,top
MOUSE-BITE-5MM-SLOT,VAL**,mouse-bite-5mm-slot,1.650000,-79.070000,-47.000000,top
